,date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
0,2020-04-02,钻石公主号邮轮,,,,,,712,0,619,11
1,2020-04-02,波黑,,,,,,518,0,19,13
2,2020-04-02,泽西岛,,,,,,63,0,0,2
3,2020-04-02,格恩西岛,,,,,,60,0,0,1
4,2020-04-02,英国属地曼岛,,,,,,52,0,0,0
5,2020-04-02,圣马丁,,,,,,18,0,0,2
6,2020-04-02,蒙古,,,,,,14,0,2,0
7,2020-04-02,荷属安的列斯,,,,,,11,0,0,1
8,2020-04-02,毛利塔尼亚,,,,,,6,0,2,1
9,2020-04-02,北马里亚纳,,,,,,2,0,0,0
10,2020-04-02,安道尔,AD,,,,,428,0,10,15
11,2020-04-02,阿联酋,AE,,,,,814,0,61,8
12,2020-04-02,阿富汗,AF,,,,,239,0,10,4
13,2020-04-02,安提瓜和巴布达,AG,,,,,7,0,0,0
14,2020-04-02,安圭拉,AI,,,,,2,0,0,0
15,2020-04-02,阿尔巴尼亚,AL,,,,,277,0,67,16
16,2020-04-02,亚美尼亚,AM,,,,,663,0,33,5
17,2020-04-02,安哥拉,AO,,,,,8,0,1,2
18,2020-04-02,阿根廷,AR,,,,,1133,0,248,33
19,2020-04-02,奥地利,AT,,,,,10927,0,1749,158
20,2020-04-02,澳大利亚,AU,,,,,5108,0,520,24
21,2020-04-02,阿鲁巴,AW,,,,,55,0,1,0
22,2020-04-02,阿塞拜疆,AZ,,,,,400,0,26,5
23,2020-04-02,巴巴多斯,BB,,,,,34,0,0,0
24,2020-04-02,孟加拉国,BD,,,,,56,0,25,6
25,2020-04-02,比利时,BE,,,,,15348,0,2495,1011
26,2020-04-02,布基纳法索,BF,,,,,288,0,50,16
27,2020-04-02,保加利亚,BG,,,,,449,0,25,10
28,2020-04-02,巴林,BH,,,,,635,0,341,4
29,2020-04-02,布隆迪,BI,,,,,2,0,0,0
30,2020-04-02,贝宁,BJ,,,,,13,0,1,0
31,2020-04-02,圣巴泰勒米,BL,,,,,3,0,0,0
32,2020-04-02,百慕大,BM,,,,,27,0,0,0
33,2020-04-02,文莱,BN,,,,,133,0,56,1
34,2020-04-02,玻利维亚,BO,,,,,115,0,1,7
35,2020-04-02,巴西,BR,,,,,6932,0,150,246
36,2020-04-02,巴哈马,BS,,,,,21,0,1,1
37,2020-04-02,不丹,BT,,,,,4,0,0,0
38,2020-04-02,博茨瓦纳,BW,,,,,4,0,0,1
39,2020-04-02,白俄罗斯,BY,,,,,254,0,53,4
40,2020-04-02,伯利兹,BZ,,,,,3,0,0,0
41,2020-04-02,加拿大,CA,,,,,10121,0,1592,127
42,2020-04-02,刚果（金）,CD,,,,,123,0,3,11
43,2020-04-02,中非,CF,,,,,8,0,3,0
44,2020-04-02,刚果（布）,CG,,,,,22,0,2,3
45,2020-04-02,瑞士,CH,,,,,18267,0,4013,505
46,2020-04-02,科特迪瓦,CI,,,,,190,0,9,1
47,2020-04-02,智利,CL,,,,,3031,0,234,16
48,2020-04-02,喀麦隆,CM,,,,,284,0,10,7
586,2020-04-02,哥伦比亚,CO,,,,,1065,0,39,17
587,2020-04-02,哥斯达黎加,CR,,,,,375,0,4,2
588,2020-04-02,古巴,CU,,,,,212,0,12,6
589,2020-04-02,佛得角,CV,,,,,6,0,0,1
590,2020-04-02,塞浦路斯,CY,,,,,320,0,28,9
591,2020-04-02,捷克,CZ,,,,,3604,0,61,40
592,2020-04-02,德国,DE,,,,,80060,0,20928,986
593,2020-04-02,吉布提,DJ,,,,,40,0,2,0
594,2020-04-02,丹麦,DK,,,,,3542,0,1172,123
595,2020-04-02,多米尼克,DM,,,,,12,0,0,0
596,2020-04-02,多米尼加,DO,,,,,1284,0,9,57
597,2020-04-02,阿尔及利亚,DZ,,,,,847,0,77,58
598,2020-04-02,厄瓜多尔,EC,,,,,2758,0,58,98
599,2020-04-02,爱沙尼亚,EE,,,,,858,0,45,11
600,2020-04-02,埃及,EG,,,,,779,0,179,52
601,2020-04-02,厄立特里亚,ER,,,,,18,0,0,0
602,2020-04-02,西班牙,ES,,,,,110238,0,26743,10003
603,2020-04-02,埃塞俄比亚,ET,,,,,29,0,4,0
604,2020-04-02,芬兰,FI,,,,,1518,0,300,17
605,2020-04-02,斐济,FJ,,,,,5,0,0,0
606,2020-04-02,法罗群岛,FO,,,,,169,0,0,0
607,2020-04-02,法国,FR,,,,,57780,0,11055,4043
608,2020-04-02,加蓬,GA,,,,,18,0,0,1
609,2020-04-02,英国,GB,,,,,33718,0,179,2921
610,2020-04-02,格林纳达,GD,,,,,9,0,0,0
611,2020-04-02,格鲁吉亚,GE,,,,,130,0,26,0
612,2020-04-02,法属圭亚那,GF,,,,,46,0,6,0
613,2020-04-02,加纳,GH,,,,,195,0,31,5
614,2020-04-02,直布罗陀,GI,,,,,69,0,14,0
615,2020-04-02,格陵兰,GL,,,,,10,0,0,0
616,2020-04-02,冈比亚,GM,,,,,4,0,2,1
617,2020-04-02,几内亚,GN,,,,,52,0,1,0
618,2020-04-02,瓜德罗普,GP,,,,,114,0,0,5
619,2020-04-02,赤道几内亚,GQ,,,,,15,0,1,0
620,2020-04-02,希腊,GR,,,,,1415,0,52,50
621,2020-04-02,危地马拉,GT,,,,,39,0,12,1
622,2020-04-02,关岛,GU,,,,,73,0,0,1
623,2020-04-02,几内亚比绍,GW,,,,,9,0,0,0
624,2020-04-02,圭亚那,GY,,,,,20,0,0,2
625,2020-04-02,洪都拉斯,HN,,,,,219,0,3,14
626,2020-04-02,克罗地亚,HR,,,,,1011,0,88,7
627,2020-04-02,海地,HT,,,,,16,0,1,0
628,2020-04-02,匈牙利,HU,,,,,585,0,42,21
629,2020-04-02,印度尼西亚,ID,,,,,1790,0,112,170
630,2020-04-02,爱尔兰,IE,,,,,3447,0,5,85
631,2020-04-02,以色列,IL,,,,,6360,0,289,33
632,2020-04-02,印度,IN,,,,,2069,0,156,58
633,2020-04-02,伊拉克,IQ,,,,,772,0,202,58
634,2020-04-02,伊朗,IR,,,,,50468,0,16711,3160
635,2020-04-02,冰岛,IS,,,,,1220,0,236,2
636,2020-04-02,意大利,IT,,,,,110574,0,16847,13155
637,2020-04-02,牙买加,JM,,,,,44,0,2,3
638,2020-04-02,约旦,JO,,,,,278,0,36,5
639,2020-04-02,日本,JP,,,,,2720,0,505,71
640,2020-04-02,肯尼亚,KE,,,,,110,0,3,3
641,2020-04-02,吉尔吉斯斯坦,KG,,,,,116,0,3,0
642,2020-04-02,柬埔寨,KH,,,,,110,0,34,0
643,2020-04-02,圣基茨和尼维斯,KN,,,,,8,0,0,0
644,2020-04-02,韩国,KR,,,,,9976,0,5828,169
645,2020-04-02,科威特,KW,,,,,342,0,81,0
646,2020-04-02,开曼群岛,KY,,,,,8,0,0,1
647,2020-04-02,哈萨克斯坦,KZ,,,,,423,0,27,3
648,2020-04-02,老挝,LA,,,,,10,0,0,0
649,2020-04-02,黎巴嫩,LB,,,,,494,0,43,16
650,2020-04-02,圣卢西亚,LC,,,,,13,0,1,0
651,2020-04-02,列支敦士登,LI,,,,,72,0,0,0
652,2020-04-02,斯里兰卡,LK,,,,,146,0,21,3
653,2020-04-02,利比里亚,LR,,,,,6,0,0,0
654,2020-04-02,立陶宛,LT,,,,,649,0,7,9
655,2020-04-02,卢森堡,LU,,,,,2319,0,80,29
656,2020-04-02,拉脱维亚,LV,,,,,458,0,1,0
657,2020-04-02,利比亚,LY,,,,,10,0,0,0
658,2020-04-02,摩洛哥,MA,,,,,676,0,29,40
659,2020-04-02,摩纳哥,MC,,,,,55,0,2,1
660,2020-04-02,摩尔多瓦,MD,,,,,423,0,23,5
661,2020-04-02,黑山,ME,,,,,123,0,0,2
662,2020-04-02,马达加斯加,MG,,,,,57,0,0,0
663,2020-04-02,北马其顿,MK,,,,,354,0,17,11
664,2020-04-02,马里,ML,,,,,31,0,0,3
665,2020-04-02,缅甸,MM,,,,,20,0,0,1
666,2020-04-02,马提尼克,MQ,,,,,119,0,0,2
667,2020-04-02,蒙特塞拉特,MS,,,,,5,0,0,0
668,2020-04-02,马耳他,MT,,,,,196,0,2,0
669,2020-04-02,毛里求斯,MU,,,,,161,0,0,7
670,2020-04-02,马尔代夫,MV,,,,,19,0,13,0
671,2020-04-02,墨西哥,MX,,,,,1378,0,35,37
672,2020-04-02,马来西亚,MY,,,,,3116,0,767,50
673,2020-04-02,莫桑比克,MZ,,,,,10,0,0,0
674,2020-04-02,新喀里多尼亚,NC,,,,,16,0,0,0
675,2020-04-02,尼日尔,NE,,,,,74,0,0,5
676,2020-04-02,尼日利亚,NG,,,,,174,0,9,2
677,2020-04-02,尼加拉瓜,NI,,,,,5,0,0,1
678,2020-04-02,荷兰,NL,,,,,14779,0,260,1341
679,2020-04-02,挪威,NO,,,,,5071,0,13,46
680,2020-04-02,尼泊尔,NP,,,,,6,0,1,0
681,2020-04-02,新西兰,NZ,,,,,797,0,92,1
682,2020-04-02,阿曼,OM,,,,,231,0,57,1
683,2020-04-02,巴拿马,PA,,,,,1317,0,9,32
684,2020-04-02,秘鲁,PE,,,,,1323,0,394,47
685,2020-04-02,法属波利尼西亚,PF,,,,,37,0,0,0
686,2020-04-02,巴布亚新几内亚,PG,,,,,1,0,0,0
687,2020-04-02,菲律宾,PH,,,,,2633,0,51,107
688,2020-04-02,巴基斯坦,PK,,,,,2291,0,107,31
689,2020-04-02,波兰,PL,,,,,2633,0,56,45
690,2020-04-02,波多黎各,PR,,,,,239,0,0,8
691,2020-04-02,巴勒斯坦,PS,,,,,134,0,18,1
692,2020-04-02,葡萄牙,PT,,,,,9034,0,68,209
693,2020-04-02,巴拉圭,PY,,,,,69,0,1,3
694,2020-04-02,卡塔尔,QA,,,,,835,0,71,2
695,2020-04-02,留尼汪,RE,,,,,247,0,1,0
696,2020-04-02,罗马尼亚,RO,,,,,2738,0,267,94
697,2020-04-02,塞尔维亚,RS,,,,,1060,0,42,28
698,2020-04-02,俄罗斯,RU,,,,,3548,0,235,30
699,2020-04-02,卢旺达,RW,,,,,82,0,0,0
700,2020-04-02,沙特阿拉伯,SA,,,,,1885,0,328,21
701,2020-04-02,塞舌尔,SC,,,,,10,0,0,0
702,2020-04-02,苏丹,SD,,,,,7,0,2,2
703,2020-04-02,瑞典,SE,,,,,5466,0,103,282
704,2020-04-02,新加坡,SG,,,,,1049,0,266,4
705,2020-04-02,斯洛文尼亚,SI,,,,,897,0,70,17
706,2020-04-02,斯洛伐克,SK,,,,,426,0,7,1
707,2020-04-02,塞拉利昂,SL,,,,,2,0,0,0
708,2020-04-02,圣马力诺,SM,,,,,236,0,13,28
709,2020-04-02,塞内加尔,SN,,,,,195,0,55,1
710,2020-04-02,索马里,SO,,,,,5,0,1,0
711,2020-04-02,苏里南,SR,,,,,10,0,0,0
712,2020-04-02,萨尔瓦多,SV,,,,,32,0,0,1
713,2020-04-02,叙利亚,SY,,,,,16,0,0,2
714,2020-04-02,斯威士兰,SZ,,,,,9,0,1,0
715,2020-04-02,特克斯和凯科斯群岛,TC,,,,,5,0,0,0
716,2020-04-02,乍得,TD,,,,,7,0,0,0
717,2020-04-02,多哥,TG,,,,,39,0,17,2
718,2020-04-02,泰国,TH,,,,,1875,0,505,15
719,2020-04-02,东帝汶,TL,,,,,1,0,0,0
720,2020-04-02,突尼斯,TN,,,,,423,0,5,12
721,2020-04-02,土耳其,TR,,,,,15679,0,333,277
722,2020-04-02,特立尼达和多巴哥,TT,,,,,90,0,1,5
723,2020-04-02,坦桑尼亚,TZ,,,,,20,0,2,1
724,2020-04-02,乌克兰,UA,,,,,804,0,13,20
725,2020-04-02,乌干达,UG,,,,,44,0,0,0
726,2020-04-02,美国,US,,,,,216722,0,8672,5137
727,2020-04-02,乌拉圭,UY,,,,,350,0,62,2
728,2020-04-02,乌兹别克斯坦,UZ,,,,,190,0,12,2
729,2020-04-02,梵蒂冈,VA,,,,,6,0,0,0
730,2020-04-02,圣文森特和格林纳丁斯,VC,,,,,1,0,0,0
731,2020-04-02,委内瑞拉,VE,,,,,143,0,41,3
732,2020-04-02,英属维尔京群岛,VG,,,,,3,0,0,0
733,2020-04-02,美属维尔京群岛,VI,,,,,30,0,0,0
734,2020-04-02,越南,VN,,,,,227,0,75,0
