,date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
0,2020-05-18,钻石公主号邮轮,,,,,,712,0,653,13
1,2020-05-18,圣马丁,,,,,,77,0,54,15
2,2020-05-18,荷属安的列斯,,,,,,16,0,14,1
3,2020-05-18,安道尔,AD,,,,,761,0,617,51
4,2020-05-18,阿联酋,AE,,,,,23358,0,8512,220
5,2020-05-18,阿富汗,AF,,,,,7072,0,801,173
6,2020-05-18,安提瓜和巴布达,AG,,,,,25,0,19,3
7,2020-05-18,安圭拉,AI,,,,,3,0,3,0
8,2020-05-18,阿尔巴尼亚,AL,,,,,948,0,727,31
9,2020-05-18,亚美尼亚,AM,,,,,4823,0,2019,61
10,2020-05-18,安哥拉,AO,,,,,48,0,17,2
11,2020-05-18,阿根廷,AR,,,,,8068,0,2625,374
12,2020-05-18,奥地利,AT,,,,,16269,0,14614,629
13,2020-05-18,澳大利亚,AU,,,,,7060,0,6392,99
14,2020-05-18,阿鲁巴,AW,,,,,101,0,93,3
15,2020-05-18,阿塞拜疆,AZ,,,,,3387,0,2055,40
16,2020-05-18,波黑,BA,,,,,2304,0,1464,133
17,2020-05-18,巴巴多斯,BB,,,,,88,0,68,7
18,2020-05-18,孟加拉国,BD,,,,,23870,0,4585,349
19,2020-05-18,比利时,BE,,,,,55559,0,14657,9080
20,2020-05-18,布基纳法索,BF,,,,,796,0,644,51
21,2020-05-18,保加利亚,BG,,,,,2235,0,612,110
22,2020-05-18,巴林,BH,,,,,7156,0,2929,12
23,2020-05-18,布隆迪,BI,,,,,42,0,20,1
24,2020-05-18,贝宁,BJ,,,,,339,0,83,2
25,2020-05-18,圣巴泰勒米,BL,,,,,6,0,6,0
26,2020-05-18,百慕大,BM,,,,,123,0,73,9
27,2020-05-18,文莱,BN,,,,,141,0,136,1
28,2020-05-18,玻利维亚,BO,,,,,4088,0,493,169
29,2020-05-18,巴西,BR,,,,,243968,0,94122,16196
30,2020-05-18,巴哈马,BS,,,,,96,0,42,11
31,2020-05-18,不丹,BT,,,,,21,0,5,0
32,2020-05-18,博茨瓦纳,BW,,,,,25,0,17,1
33,2020-05-18,白俄罗斯,BY,,,,,30572,0,10130,171
