,date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
0,2020-05-05,钻石公主号邮轮,,,,,,712,0,645,13
1,2020-05-05,圣马丁,,,,,,76,0,44,13
2,2020-05-05,荷属安的列斯,,,,,,16,0,13,1
3,2020-05-05,安道尔,AD,,,,,750,0,499,45
4,2020-05-05,阿联酋,AE,,,,,15192,0,3153,146
5,2020-05-05,阿富汗,AF,,,,,3224,0,421,95
6,2020-05-05,安提瓜和巴布达,AG,,,,,25,0,15,3
7,2020-05-05,安圭拉,AI,,,,,3,0,3,0
8,2020-05-05,阿尔巴尼亚,AL,,,,,820,0,570,31
9,2020-05-05,亚美尼亚,AM,,,,,2619,0,1111,40
10,2020-05-05,安哥拉,AO,,,,,35,0,11,2
11,2020-05-05,阿根廷,AR,,,,,4887,0,1442,260
12,2020-05-05,奥地利,AT,,,,,15650,0,13462,606
13,2020-05-05,澳大利亚,AU,,,,,6849,0,5889,96
14,2020-05-05,阿鲁巴,AW,,,,,100,0,81,2
15,2020-05-05,阿塞拜疆,AZ,,,,,2060,0,1508,26
16,2020-05-05,波黑,BA,,,,,1946,0,911,79
17,2020-05-05,巴巴多斯,BB,,,,,82,0,46,7
18,2020-05-05,孟加拉国,BD,,,,,10929,0,1403,183
19,2020-05-05,比利时,BE,,,,,50509,0,12441,8016
20,2020-05-05,布基纳法索,BF,,,,,672,0,545,46
21,2020-05-05,保加利亚,BG,,,,,1689,0,342,78
22,2020-05-05,巴林,BH,,,,,3679,0,1762,8
23,2020-05-05,布隆迪,BI,,,,,15,0,7,1
24,2020-05-05,贝宁,BJ,,,,,96,0,50,2
25,2020-05-05,圣巴泰勒米,BL,,,,,6,0,6,0
26,2020-05-05,百慕大,BM,,,,,115,0,54,7
27,2020-05-05,文莱,BN,,,,,138,0,130,1
28,2020-05-05,玻利维亚,BO,,,,,1681,0,174,82
29,2020-05-05,巴西,BR,,,,,108620,0,45815,7367
30,2020-05-05,巴哈马,BS,,,,,83,0,25,11
31,2020-05-05,不丹,BT,,,,,7,0,5,0
32,2020-05-05,博茨瓦纳,BW,,,,,23,0,8,1
33,2020-05-05,白俄罗斯,BY,,,,,18350,0,3259,103
34,2020-05-05,伯利兹,BZ,,,,,18,0,14,2
35,2020-05-05,加拿大,CA,,,,,60772,0,25422,3854
36,2020-05-05,刚果（金）,CD,,,,,705,0,90,34
37,2020-05-05,中非,CF,,,,,85,0,10,0
38,2020-05-05,刚果（布）,CG,,,,,236,0,26,10
39,2020-05-05,瑞士,CH,,,,,30009,0,25200,1784
40,2020-05-05,科特迪瓦,CI,,,,,1432,0,693,17
41,2020-05-05,智利,CL,,,,,20643,0,10415,270
42,2020-05-05,喀麦隆,CM,,,,,2104,0,953,64
581,2020-05-05,哥伦比亚,CO,,,,,7973,0,1807,358
582,2020-05-05,哥斯达黎加,CR,,,,,742,0,399,6
583,2020-05-05,古巴,CU,,,,,1668,0,876,69
584,2020-05-05,佛得角,CV,,,,,186,0,37,2
585,2020-05-05,塞浦路斯,CY,,,,,874,0,296,15
586,2020-05-05,捷克,CZ,,,,,7841,0,3816,252
587,2020-05-05,德国,DE,,,,,166994,0,137386,7116
588,2020-05-05,吉布提,DJ,,,,,1116,0,713,2
589,2020-05-05,丹麦,DK,,,,,9868,0,7183,493
590,2020-05-05,多米尼克,DM,,,,,16,0,13,0
591,2020-05-05,多米尼加,DO,,,,,8235,0,1771,346
592,2020-05-05,阿尔及利亚,DZ,,,,,4648,0,1998,465
593,2020-05-05,厄瓜多尔,EC,,,,,31881,0,3433,1569
594,2020-05-05,爱沙尼亚,EE,,,,,1711,0,261,55
595,2020-05-05,埃及,EG,,,,,6813,0,1632,436
596,2020-05-05,厄立特里亚,ER,,,,,39,0,26,0
597,2020-05-05,西班牙,ES,,,,,250561,0,123486,25613
598,2020-05-05,埃塞俄比亚,ET,,,,,145,0,91,4
599,2020-05-05,芬兰,FI,,,,,5412,0,3500,240
600,2020-05-05,斐济,FJ,,,,,18,0,14,0
601,2020-05-05,福克兰群岛（马尔维纳斯）,FK,,,,,13,0,13,0
602,2020-05-05,法罗群岛,FO,,,,,187,0,185,0
603,2020-05-05,法国,FR,,,,,169583,0,51371,25204
604,2020-05-05,加蓬,GA,,,,,367,0,93,6
605,2020-05-05,英国,GB,,,,,190584,0,1918,28734
606,2020-05-05,格林纳达,GD,,,,,21,0,13,0
607,2020-05-05,格鲁吉亚,GE,,,,,604,0,240,9
608,2020-05-05,法属圭亚那,GF,,,,,133,0,100,1
609,2020-05-05,格恩西岛,GG,,,,,209,0,0,6
610,2020-05-05,加纳,GH,,,,,2719,0,294,18
611,2020-05-05,直布罗陀,GI,,,,,144,0,133,1
612,2020-05-05,格陵兰,GL,,,,,11,0,11,0
613,2020-05-05,冈比亚,GM,,,,,17,0,9,1
614,2020-05-05,几内亚,GN,,,,,1710,0,450,9
615,2020-05-05,瓜德罗普,GP,,,,,152,0,98,12
616,2020-05-05,赤道几内亚,GQ,,,,,315,0,13,3
617,2020-05-05,希腊,GR,,,,,2632,0,1374,146
618,2020-05-05,危地马拉,GT,,,,,730,0,79,19
619,2020-05-05,关岛,GU,,,,,146,0,97,5
620,2020-05-05,几内亚比绍,GW,,,,,413,0,19,1
621,2020-05-05,圭亚那,GY,,,,,92,0,27,9
622,2020-05-05,洪都拉斯,HN,,,,,1178,0,122,83
623,2020-05-05,克罗地亚,HR,,,,,2112,0,1560,83
624,2020-05-05,海地,HT,,,,,100,0,10,11
625,2020-05-05,匈牙利,HU,,,,,3065,0,709,363
626,2020-05-05,印度尼西亚,ID,,,,,12071,0,2197,872
627,2020-05-05,爱尔兰,IE,,,,,21772,0,13386,1319
628,2020-05-05,以色列,IL,,,,,16268,0,10223,237
629,2020-05-05,英国属地曼岛,IM,,,,,325,0,271,23
630,2020-05-05,印度,IN,,,,,46711,0,13161,1583
631,2020-05-05,伊拉克,IQ,,,,,2346,0,1544,98
632,2020-05-05,伊朗,IR,,,,,99970,0,80475,6340
633,2020-05-05,冰岛,IS,,,,,1799,0,1723,10
634,2020-05-05,意大利,IT,,,,,211938,0,82879,29079
635,2020-05-05,泽西岛,JE,,,,,280,0,0,19
636,2020-05-05,牙买加,JM,,,,,471,0,38,9
637,2020-05-05,约旦,JO,,,,,465,0,370,9
638,2020-05-05,日本,JP,,,,,15374,0,5238,567
639,2020-05-05,肯尼亚,KE,,,,,535,0,182,24
640,2020-05-05,吉尔吉斯斯坦,KG,,,,,843,0,600,11
641,2020-05-05,柬埔寨,KH,,,,,122,0,120,0
642,2020-05-05,科摩罗,KM,,,,,3,0,0,0
643,2020-05-05,圣基茨和尼维斯,KN,,,,,15,0,8,0
644,2020-05-05,韩国,KR,,,,,10804,0,9283,254
645,2020-05-05,科威特,KW,,,,,5804,0,2032,40
646,2020-05-05,开曼群岛,KY,,,,,75,0,14,1
647,2020-05-05,哈萨克斯坦,KZ,,,,,4179,0,1264,29
648,2020-05-05,老挝,LA,,,,,19,0,9,0
649,2020-05-05,黎巴嫩,LB,,,,,741,0,206,25
650,2020-05-05,圣卢西亚,LC,,,,,18,0,15,0
651,2020-05-05,列支敦士登,LI,,,,,82,0,55,1
652,2020-05-05,斯里兰卡,LK,,,,,760,0,197,9
653,2020-05-05,利比里亚,LR,,,,,166,0,58,18
654,2020-05-05,立陶宛,LT,,,,,1423,0,678,46
655,2020-05-05,卢森堡,LU,,,,,3828,0,3405,96
656,2020-05-05,拉脱维亚,LV,,,,,896,0,348,16
657,2020-05-05,利比亚,LY,,,,,63,0,23,3
658,2020-05-05,摩洛哥,MA,,,,,5153,0,1799,180
659,2020-05-05,摩纳哥,MC,,,,,95,0,78,4
660,2020-05-05,摩尔多瓦,MD,,,,,4248,0,1423,132
661,2020-05-05,黑山,ME,,,,,324,0,253,8
662,2020-05-05,马达加斯加,MG,,,,,149,0,99,0
663,2020-05-05,北马其顿,MK,,,,,1526,0,1013,86
664,2020-05-05,马里,ML,,,,,612,0,228,32
665,2020-05-05,缅甸,MM,,,,,161,0,49,6
666,2020-05-05,蒙古,MN,,,,,41,0,12,0
667,2020-05-05,北马里亚纳,MP,,,,,14,0,0,2
668,2020-05-05,马提尼克,MQ,,,,,181,0,83,14
669,2020-05-05,毛利塔尼亚,MR,,,,,8,0,6,1
670,2020-05-05,蒙特塞拉特,MS,,,,,11,0,7,1
671,2020-05-05,马耳他,MT,,,,,482,0,403,5
672,2020-05-05,毛里求斯,MU,,,,,332,0,316,10
673,2020-05-05,马尔代夫,MV,,,,,557,0,18,1
674,2020-05-05,马拉维,MW,,,,,41,0,9,3
675,2020-05-05,墨西哥,MX,,,,,24905,0,13447,2271
676,2020-05-05,马来西亚,MY,,,,,6383,0,4567,106
677,2020-05-05,莫桑比克,MZ,,,,,80,0,19,0
678,2020-05-05,新喀里多尼亚,NC,,,,,18,0,17,0
679,2020-05-05,尼日尔,NE,,,,,755,0,534,37
680,2020-05-05,尼日利亚,NG,,,,,2802,0,417,93
681,2020-05-05,尼加拉瓜,NI,,,,,15,0,7,5
682,2020-05-05,荷兰,NL,,,,,41087,0,322,5168
683,2020-05-05,挪威,NO,,,,,7904,0,32,214
684,2020-05-05,尼泊尔,NP,,,,,82,0,16,0
685,2020-05-05,新西兰,NZ,,,,,1486,0,1302,20
686,2020-05-05,阿曼,OM,,,,,2735,0,858,12
687,2020-05-05,巴拿马,PA,,,,,7387,0,726,203
688,2020-05-05,秘鲁,PE,,,,,47372,0,14427,1344
689,2020-05-05,法属波利尼西亚,PF,,,,,58,0,53,0
690,2020-05-05,巴布亚新几内亚,PG,,,,,8,0,6,0
691,2020-05-05,菲律宾,PH,,,,,9684,0,1408,637
692,2020-05-05,巴基斯坦,PK,,,,,21501,0,5782,486
693,2020-05-05,波兰,PL,,,,,14242,0,4280,700
694,2020-05-05,圣皮埃尔和密克隆,PM,,,,,1,0,0,0
695,2020-05-05,波多黎各,PR,,,,,1843,0,0,97
696,2020-05-05,巴勒斯坦,PS,,,,,366,0,127,2
697,2020-05-05,葡萄牙,PT,,,,,25702,0,1743,1074
698,2020-05-05,巴拉圭,PY,,,,,415,0,130,10
699,2020-05-05,卡塔尔,QA,,,,,17142,0,1924,12
700,2020-05-05,留尼汪,RE,,,,,424,0,300,0
701,2020-05-05,罗马尼亚,RO,,,,,13837,0,5454,827
702,2020-05-05,塞尔维亚,RS,,,,,9677,0,1723,200
703,2020-05-05,俄罗斯,RU,,,,,155370,0,19865,1451
704,2020-05-05,卢旺达,RW,,,,,261,0,128,0
705,2020-05-05,沙特阿拉伯,SA,,,,,30251,0,5431,200
706,2020-05-05,塞舌尔,SC,,,,,11,0,6,0
707,2020-05-05,苏丹,SD,,,,,778,0,70,45
708,2020-05-05,瑞典,SE,,,,,23216,0,4074,2854
709,2020-05-05,新加坡,SG,,,,,19410,0,1457,18
710,2020-05-05,斯洛文尼亚,SI,,,,,1445,0,244,98
711,2020-05-05,斯洛伐克,SK,,,,,1421,0,741,25
712,2020-05-05,塞拉利昂,SL,,,,,178,0,37,9
713,2020-05-05,圣马力诺,SM,,,,,589,0,92,41
714,2020-05-05,塞内加尔,SN,,,,,1329,0,470,11
715,2020-05-05,索马里,SO,,,,,756,0,61,35
716,2020-05-05,苏里南,SR,,,,,10,0,9,1
717,2020-05-05,南苏丹,SS,,,,,52,0,0,0
718,2020-05-05,圣多美和普林西比,ST,,,,,23,0,4,3
719,2020-05-05,萨尔瓦多,SV,,,,,587,0,201,13
720,2020-05-05,叙利亚,SY,,,,,44,0,27,3
721,2020-05-05,斯威士兰,SZ,,,,,116,0,12,1
722,2020-05-05,特克斯和凯科斯群岛,TC,,,,,12,0,6,1
723,2020-05-05,乍得,TD,,,,,117,0,39,10
724,2020-05-05,多哥,TG,,,,,126,0,74,9
725,2020-05-05,泰国,TH,,,,,2988,0,2747,54
726,2020-05-05,塔吉克斯坦,TJ,,,,,293,0,0,5
727,2020-05-05,东帝汶,TL,,,,,24,0,20,0
728,2020-05-05,突尼斯,TN,,,,,1018,0,406,43
729,2020-05-05,土耳其,TR,,,,,127659,0,68166,3461
730,2020-05-05,特立尼达和多巴哥,TT,,,,,116,0,99,8
731,2020-05-05,坦桑尼亚,TZ,,,,,480,0,167,16
732,2020-05-05,乌克兰,UA,,,,,12697,0,1875,316
733,2020-05-05,乌干达,UG,,,,,97,0,55,0
734,2020-05-05,美国,US,,,,,1214023,0,188069,69974
735,2020-05-05,乌拉圭,UY,,,,,657,0,447,17
736,2020-05-05,乌兹别克斯坦,UZ,,,,,2204,0,1454,10
737,2020-05-05,梵蒂冈,VA,,,,,11,0,2,0
738,2020-05-05,圣文森特和格林纳丁斯,VC,,,,,17,0,9,0
739,2020-05-05,委内瑞拉,VE,,,,,361,0,158,10
740,2020-05-05,英属维尔京群岛,VG,,,,,6,0,3,1
741,2020-05-05,美属维尔京群岛,VI,,,,,66,0,46,4
742,2020-05-05,越南,VN,,,,,271,0,225,0
743,2020-05-05,也门,YE,,,,,21,0,1,3
744,2020-05-05,马约特,YT,,,,,686,0,352,6
745,2020-05-05,南非,ZA,,,,,7220,0,2746,138
746,2020-05-05,赞比亚,ZM,,,,,139,0,92,4
747,2020-05-05,津巴布韦,ZW,,,,,34,0,5,4
748,2020-05-05,纳米比亚,,,,,,16,0,8,0
