,date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
0,2020-01-20,中国,CN,,,,,291,54,25,6
1,2020-01-20,中国,CN,北京市,110000.0,,,5,0,0,0
2,2020-01-20,中国,CN,吉林省,220000.0,,,0,1,0,0
3,2020-01-20,中国,CN,上海市,310000.0,,,1,0,0,0
4,2020-01-20,中国,CN,上海市,310000.0,外地来沪,,1,0,0,0
5,2020-01-20,中国,CN,浙江省,330000.0,,,0,16,0,0
6,2020-01-20,中国,CN,安徽省,340000.0,,,0,1,0,0
7,2020-01-20,中国,CN,江西省,360000.0,,,0,2,0,0
8,2020-01-20,中国,CN,山东省,370000.0,,,0,1,0,0
9,2020-01-20,中国,CN,湖北省,420000.0,,,270,0,25,6
10,2020-01-20,中国,CN,广东省,440000.0,,,14,7,0,0
11,2020-01-20,中国,CN,广西壮族自治区,450000.0,,,0,1,0,0
12,2020-01-20,中国,CN,海南省,460000.0,,,0,1,0,0
13,2020-01-20,中国,CN,四川省,510000.0,,,0,3,0,0
14,2020-01-20,中国,CN,贵州省,520000.0,,,0,1,0,0
15,2020-01-20,中国,CN,云南省,530000.0,,,0,1,0,0
16,2020-01-20,中国,CN,宁夏回族自治区,640000.0,,,0,1,0,0
