,date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
0,2020-01-23,中国,CN,,,,,830,1072,34,25
1,2020-01-23,中国,CN,北京市,110000.0,,,22,0,0,0
2,2020-01-23,中国,CN,北京市,110000.0,外地来京,,6,0,0,0
3,2020-01-23,中国,CN,北京市,110000.0,西城区,110102.0,3,0,0,0
4,2020-01-23,中国,CN,北京市,110000.0,朝阳区,110105.0,2,0,0,0
5,2020-01-23,中国,CN,北京市,110000.0,丰台区,110106.0,1,0,0,0
6,2020-01-23,中国,CN,北京市,110000.0,石景山区,110107.0,1,0,0,0
7,2020-01-23,中国,CN,北京市,110000.0,海淀区,110108.0,3,0,0,0
8,2020-01-23,中国,CN,北京市,110000.0,通州区,110112.0,2,0,0,0
9,2020-01-23,中国,CN,北京市,110000.0,昌平区,110114.0,2,0,0,0
10,2020-01-23,中国,CN,北京市,110000.0,大兴区,110115.0,2,0,0,0
11,2020-01-23,中国,CN,天津市,120000.0,,,5,0,0,0
12,2020-01-23,中国,CN,河北省,130000.0,,,2,0,0,1
13,2020-01-23,中国,CN,河北省,130000.0,石家庄市,130100.0,1,0,0,0
14,2020-01-23,中国,CN,河北省,130000.0,沧州市,130900.0,1,0,0,1
15,2020-01-23,中国,CN,山西省,140000.0,,,1,0,0,0
16,2020-01-23,中国,CN,山西省,140000.0,太原市,140100.0,1,0,0,0
17,2020-01-23,中国,CN,内蒙古自治区,150000.0,,,1,2,0,0
18,2020-01-23,中国,CN,内蒙古自治区,150000.0,呼伦贝尔市,150700.0,1,0,0,0
19,2020-01-23,中国,CN,内蒙古自治区,150000.0,锡林郭勒盟,152500.0,0,2,0,0
20,2020-01-23,中国,CN,辽宁省,210000.0,,,4,0,0,0
21,2020-01-23,中国,CN,辽宁省,210000.0,沈阳市,210100.0,2,0,0,0
22,2020-01-23,中国,CN,辽宁省,210000.0,大连市,210200.0,1,0,0,0
23,2020-01-23,中国,CN,辽宁省,210000.0,朝阳市,211300.0,1,0,0,0
24,2020-01-23,中国,CN,吉林省,220000.0,,,3,0,0,0
25,2020-01-23,中国,CN,吉林省,220000.0,长春市,220100.0,1,0,0,0
26,2020-01-23,中国,CN,吉林省,220000.0,吉林市,220200.0,1,0,0,0
27,2020-01-23,中国,CN,吉林省,220000.0,松原市,220700.0,1,0,0,0
28,2020-01-23,中国,CN,黑龙江省,230000.0,,,4,0,0,1
29,2020-01-23,中国,CN,黑龙江省,230000.0,哈尔滨市,230100.0,1,0,0,0
30,2020-01-23,中国,CN,黑龙江省,230000.0,大庆市,230600.0,1,0,0,0
31,2020-01-23,中国,CN,黑龙江省,230000.0,牡丹江市,231000.0,1,0,0,0
32,2020-01-23,中国,CN,黑龙江省,230000.0,绥化市,231200.0,1,0,0,1
33,2020-01-23,中国,CN,上海市,310000.0,,,20,34,0,0
34,2020-01-23,中国,CN,江苏省,320000.0,,,9,0,0,0
35,2020-01-23,中国,CN,江苏省,320000.0,南京市,320100.0,3,0,0,0
36,2020-01-23,中国,CN,江苏省,320000.0,无锡市,320200.0,1,0,0,0
37,2020-01-23,中国,CN,江苏省,320000.0,苏州市,320500.0,2,0,0,0
38,2020-01-23,中国,CN,江苏省,320000.0,南通市,320600.0,1,0,0,0
39,2020-01-23,中国,CN,江苏省,320000.0,连云港市,320700.0,1,0,0,0
40,2020-01-23,中国,CN,江苏省,320000.0,扬州市,321000.0,1,0,0,0
41,2020-01-23,中国,CN,浙江省,330000.0,,,43,0,1,0
42,2020-01-23,中国,CN,浙江省,330000.0,杭州市,330100.0,6,0,0,0
43,2020-01-23,中国,CN,浙江省,330000.0,宁波市,330200.0,5,0,0,0
44,2020-01-23,中国,CN,浙江省,330000.0,温州市,330300.0,1,0,1,0
45,2020-01-23,中国,CN,浙江省,330000.0,嘉兴市,330400.0,1,0,0,0
46,2020-01-23,中国,CN,浙江省,330000.0,绍兴市,330600.0,1,0,0,0
47,2020-01-23,中国,CN,浙江省,330000.0,金华市,330700.0,1,0,0,0
48,2020-01-23,中国,CN,浙江省,330000.0,衢州市,330800.0,2,0,0,0
49,2020-01-23,中国,CN,浙江省,330000.0,舟山市,330900.0,1,0,0,0
50,2020-01-23,中国,CN,浙江省,330000.0,台州市,331000.0,4,0,0,0
51,2020-01-23,中国,CN,安徽省,340000.0,,,15,0,0,0
52,2020-01-23,中国,CN,安徽省,340000.0,合肥市,340100.0,6,0,0,0
53,2020-01-23,中国,CN,安徽省,340000.0,蚌埠市,340300.0,1,0,0,0
54,2020-01-23,中国,CN,安徽省,340000.0,安庆市,340800.0,1,0,0,0
55,2020-01-23,中国,CN,安徽省,340000.0,滁州市,341100.0,1,0,0,0
56,2020-01-23,中国,CN,安徽省,340000.0,阜阳市,341200.0,2,0,0,0
57,2020-01-23,中国,CN,安徽省,340000.0,六安市,341500.0,2,0,0,0
58,2020-01-23,中国,CN,安徽省,340000.0,亳州市,341600.0,1,0,0,0
59,2020-01-23,中国,CN,安徽省,340000.0,池州市,341700.0,1,0,0,0
60,2020-01-23,中国,CN,福建省,350000.0,,,4,0,0,0
61,2020-01-23,中国,CN,福建省,350000.0,福州市,350100.0,1,0,0,0
62,2020-01-23,中国,CN,福建省,350000.0,厦门市,350200.0,1,0,0,0
63,2020-01-23,中国,CN,福建省,350000.0,泉州市,350500.0,1,0,0,0
64,2020-01-23,中国,CN,福建省,350000.0,宁德市,350900.0,1,0,0,0
65,2020-01-23,中国,CN,江西省,360000.0,,,7,0,0,0
66,2020-01-23,中国,CN,江西省,360000.0,南昌市,360100.0,2,0,0,0
67,2020-01-23,中国,CN,江西省,360000.0,萍乡市,360300.0,1,0,0,0
68,2020-01-23,中国,CN,江西省,360000.0,九江市,360400.0,1,0,0,0
69,2020-01-23,中国,CN,江西省,360000.0,新余市,360500.0,1,0,0,0
70,2020-01-23,中国,CN,江西省,360000.0,吉安市,360800.0,1,0,0,0
71,2020-01-23,中国,CN,江西省,360000.0,抚州市,361000.0,1,0,0,0
72,2020-01-23,中国,CN,山东省,370000.0,,,9,0,0,0
73,2020-01-23,中国,CN,山东省,370000.0,青岛市,370200.0,3,0,0,0
74,2020-01-23,中国,CN,山东省,370000.0,潍坊市,370700.0,1,0,0,0
75,2020-01-23,中国,CN,山东省,370000.0,威海市,371000.0,2,0,0,0
76,2020-01-23,中国,CN,山东省,370000.0,日照市,371100.0,1,0,0,0
77,2020-01-23,中国,CN,山东省,370000.0,临沂市,371300.0,2,0,0,0
78,2020-01-23,中国,CN,河南省,410000.0,,,9,0,0,0
79,2020-01-23,中国,CN,河南省,410000.0,郑州市,410100.0,3,0,0,0
80,2020-01-23,中国,CN,河南省,410000.0,巩义市,410181.0,2,0,0,0
81,2020-01-23,中国,CN,河南省,410000.0,洛阳市,410300.0,1,0,0,0
82,2020-01-23,中国,CN,河南省,410000.0,三门峡市,411200.0,1,0,0,0
83,2020-01-23,中国,CN,河南省,410000.0,信阳市,411500.0,1,0,0,0
84,2020-01-23,中国,CN,河南省,410000.0,周口市,411600.0,1,0,0,0
85,2020-01-23,中国,CN,湖北省,420000.0,,,549,0,31,24
86,2020-01-23,中国,CN,湖北省,420000.0,武汉市,420100.0,495,0,0,0
87,2020-01-23,中国,CN,湖北省,420000.0,十堰市,420300.0,1,0,0,0
88,2020-01-23,中国,CN,湖北省,420000.0,宜昌市,420500.0,1,0,0,0
89,2020-01-23,中国,CN,湖北省,420000.0,荆门市,420800.0,8,0,0,0
90,2020-01-23,中国,CN,湖北省,420000.0,孝感市,420900.0,22,0,0,0
91,2020-01-23,中国,CN,湖北省,420000.0,荆州市,421000.0,8,0,0,0
92,2020-01-23,中国,CN,湖北省,420000.0,黄冈市,421100.0,12,0,0,0
93,2020-01-23,中国,CN,湖北省,420000.0,仙桃市,429004.0,2,0,0,0
94,2020-01-23,中国,CN,湖南省,430000.0,,,24,0,0,0
95,2020-01-23,中国,CN,湖南省,430000.0,长沙市,430100.0,8,0,0,0
96,2020-01-23,中国,CN,湖南省,430000.0,株洲市,430200.0,1,0,0,0
97,2020-01-23,中国,CN,湖南省,430000.0,湘潭市,430300.0,1,0,0,0
98,2020-01-23,中国,CN,湖南省,430000.0,岳阳市,430600.0,3,0,0,0
99,2020-01-23,中国,CN,湖南省,430000.0,郴州市,431000.0,1,0,0,0
100,2020-01-23,中国,CN,湖南省,430000.0,永州市,431100.0,4,0,0,0
101,2020-01-23,中国,CN,湖南省,430000.0,怀化市,431200.0,3,0,0,0
102,2020-01-23,中国,CN,湖南省,430000.0,娄底市,431300.0,3,0,0,0
103,2020-01-23,中国,CN,广东省,440000.0,,,53,0,2,0
104,2020-01-23,中国,CN,广东省,440000.0,广州市,440100.0,7,0,0,0
105,2020-01-23,中国,CN,广东省,440000.0,韶关市,440200.0,3,0,0,0
106,2020-01-23,中国,CN,广东省,440000.0,深圳市,440300.0,15,0,2,0
107,2020-01-23,中国,CN,广东省,440000.0,珠海市,440400.0,8,0,0,0
108,2020-01-23,中国,CN,广东省,440000.0,佛山市,440600.0,6,0,0,0
109,2020-01-23,中国,CN,广东省,440000.0,湛江市,440800.0,2,0,0,0
110,2020-01-23,中国,CN,广东省,440000.0,肇庆市,441200.0,1,0,0,0
111,2020-01-23,中国,CN,广东省,440000.0,惠州市,441300.0,5,0,0,0
112,2020-01-23,中国,CN,广东省,440000.0,阳江市,441700.0,3,0,0,0
113,2020-01-23,中国,CN,广东省,440000.0,清远市,441800.0,1,0,0,0
114,2020-01-23,中国,CN,广东省,440000.0,中山市,442000.0,2,0,0,0
115,2020-01-23,中国,CN,广西壮族自治区,450000.0,,,13,0,0,0
116,2020-01-23,中国,CN,广西壮族自治区,450000.0,柳州市,450200.0,2,0,0,0
117,2020-01-23,中国,CN,广西壮族自治区,450000.0,桂林市,450300.0,2,0,0,0
118,2020-01-23,中国,CN,广西壮族自治区,450000.0,梧州市,450400.0,1,0,0,0
119,2020-01-23,中国,CN,广西壮族自治区,450000.0,北海市,450500.0,6,0,0,0
120,2020-01-23,中国,CN,广西壮族自治区,450000.0,百色市,451000.0,1,0,0,0
121,2020-01-23,中国,CN,广西壮族自治区,450000.0,河池市,451200.0,1,0,0,0
122,2020-01-23,中国,CN,海南省,460000.0,,,8,0,0,0
123,2020-01-23,中国,CN,海南省,460000.0,海口市,460100.0,3,0,0,0
124,2020-01-23,中国,CN,海南省,460000.0,三亚市,460200.0,2,0,0,0
125,2020-01-23,中国,CN,海南省,460000.0,万宁市,469006.0,2,0,0,0
126,2020-01-23,中国,CN,海南省,460000.0,临高县,469024.0,1,0,0,0
127,2020-01-23,中国,CN,重庆市,500000.0,,,27,0,0,0
128,2020-01-23,中国,CN,重庆市,500000.0,两江新区,,1,0,0,0
129,2020-01-23,中国,CN,重庆市,500000.0,万州区,500101.0,3,0,0,0
130,2020-01-23,中国,CN,重庆市,500000.0,涪陵区,500102.0,1,0,0,0
131,2020-01-23,中国,CN,重庆市,500000.0,大渡口区,500104.0,1,0,0,0
132,2020-01-23,中国,CN,重庆市,500000.0,九龙坡区,500107.0,2,0,0,0
133,2020-01-23,中国,CN,重庆市,500000.0,渝北区,500112.0,2,0,0,0
134,2020-01-23,中国,CN,重庆市,500000.0,长寿区,500115.0,3,0,0,0
135,2020-01-23,中国,CN,重庆市,500000.0,永川区,500118.0,2,0,0,0
136,2020-01-23,中国,CN,重庆市,500000.0,开州区,500154.0,2,0,0,0
137,2020-01-23,中国,CN,重庆市,500000.0,垫江县,500231.0,2,0,0,0
138,2020-01-23,中国,CN,重庆市,500000.0,忠县,500233.0,1,0,0,0
139,2020-01-23,中国,CN,重庆市,500000.0,云阳县,500235.0,1,0,0,0
140,2020-01-23,中国,CN,重庆市,500000.0,奉节县,500236.0,1,0,0,0
141,2020-01-23,中国,CN,重庆市,500000.0,巫山县,500237.0,3,0,0,0
