,date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
8,2020-02-25,中国,CN,,,,,78190,2491,29775,2718
9,2020-02-25,中国,CN,北京市,110000.0,,,400,0,235,4
10,2020-02-25,中国,CN,北京市,110000.0,外地来京,,25,0,2,0
11,2020-02-25,中国,CN,北京市,110000.0,未公布来源,,0,0,196,4
12,2020-02-25,中国,CN,北京市,110000.0,东城区,110101.0,13,0,0,0
13,2020-02-25,中国,CN,北京市,110000.0,西城区,110102.0,53,0,0,0
14,2020-02-25,中国,CN,北京市,110000.0,朝阳区,110105.0,61,0,0,0
15,2020-02-25,中国,CN,北京市,110000.0,丰台区,110106.0,41,0,0,0
16,2020-02-25,中国,CN,北京市,110000.0,石景山区,110107.0,14,0,1,0
17,2020-02-25,中国,CN,北京市,110000.0,海淀区,110108.0,62,0,0,0
18,2020-02-25,中国,CN,北京市,110000.0,门头沟区,110109.0,3,0,0,0
19,2020-02-25,中国,CN,北京市,110000.0,房山区,110111.0,16,0,0,0
20,2020-02-25,中国,CN,北京市,110000.0,通州区,110112.0,19,0,0,0
21,2020-02-25,中国,CN,北京市,110000.0,顺义区,110113.0,10,0,0,0
22,2020-02-25,中国,CN,北京市,110000.0,昌平区,110114.0,29,0,0,0
23,2020-02-25,中国,CN,北京市,110000.0,大兴区,110115.0,39,0,16,0
24,2020-02-25,中国,CN,北京市,110000.0,怀柔区,110116.0,7,0,0,0
25,2020-02-25,中国,CN,北京市,110000.0,平谷区,110117.0,0,0,0,0
26,2020-02-25,中国,CN,北京市,110000.0,密云区,110118.0,7,0,0,0
27,2020-02-25,中国,CN,北京市,110000.0,延庆区,110119.0,1,0,0,0
28,2020-02-25,中国,CN,天津市,120000.0,,,135,0,91,3
29,2020-02-25,中国,CN,天津市,120000.0,外地来津,,6,0,5,0
30,2020-02-25,中国,CN,天津市,120000.0,未公布来源,,0,0,4,0
31,2020-02-25,中国,CN,天津市,120000.0,和平区,120101.0,6,0,5,0
32,2020-02-25,中国,CN,天津市,120000.0,河东区,120102.0,15,0,11,1
33,2020-02-25,中国,CN,天津市,120000.0,河西区,120103.0,4,0,4,0
34,2020-02-25,中国,CN,天津市,120000.0,南开区,120104.0,6,0,2,0
35,2020-02-25,中国,CN,天津市,120000.0,河北区,120105.0,12,0,10,0
36,2020-02-25,中国,CN,天津市,120000.0,红桥区,120106.0,2,0,2,0
37,2020-02-25,中国,CN,天津市,120000.0,东丽区,120110.0,4,0,4,0
38,2020-02-25,中国,CN,天津市,120000.0,西青区,120111.0,4,0,4,0
39,2020-02-25,中国,CN,天津市,120000.0,津南区,120112.0,1,0,1,0
40,2020-02-25,中国,CN,天津市,120000.0,北辰区,120113.0,6,0,3,0
41,2020-02-25,中国,CN,天津市,120000.0,武清区,120114.0,2,0,2,0
42,2020-02-25,中国,CN,天津市,120000.0,宝坻区,120115.0,60,0,30,2
43,2020-02-25,中国,CN,天津市,120000.0,滨海新区,120116.0,3,0,3,0
44,2020-02-25,中国,CN,天津市,120000.0,宁河区,120117.0,4,0,1,0
45,2020-02-25,中国,CN,天津市,120000.0,静海区,120118.0,0,0,0,0
46,2020-02-25,中国,CN,天津市,120000.0,蓟州区,120119.0,0,0,0,0
47,2020-02-25,中国,CN,河北省,130000.0,,,312,0,248,6
48,2020-02-25,中国,CN,河北省,130000.0,石家庄市,130100.0,29,0,22,0
49,2020-02-25,中国,CN,河北省,130000.0,唐山市,130200.0,58,0,30,1
50,2020-02-25,中国,CN,河北省,130000.0,秦皇岛市,130300.0,10,0,8,1
51,2020-02-25,中国,CN,河北省,130000.0,邯郸市,130400.0,32,0,28,0
52,2020-02-25,中国,CN,河北省,130000.0,邢台市,130500.0,23,0,20,1
53,2020-02-25,中国,CN,河北省,130000.0,保定市,130600.0,32,0,32,0
54,2020-02-25,中国,CN,河北省,130000.0,张家口市,130700.0,34,0,32,0
55,2020-02-25,中国,CN,河北省,130000.0,承德市,130800.0,7,0,7,0
56,2020-02-25,中国,CN,河北省,130000.0,沧州市,130900.0,48,0,33,3
57,2020-02-25,中国,CN,河北省,130000.0,廊坊市,131000.0,30,0,28,0
58,2020-02-25,中国,CN,河北省,130000.0,衡水市,131100.0,8,0,8,0
59,2020-02-25,中国,CN,山西省,140000.0,,,133,0,98,0
60,2020-02-25,中国,CN,山西省,140000.0,太原市,140100.0,20,0,16,0
61,2020-02-25,中国,CN,山西省,140000.0,大同市,140200.0,12,0,8,0
62,2020-02-25,中国,CN,山西省,140000.0,阳泉市,140300.0,4,0,4,0
63,2020-02-25,中国,CN,山西省,140000.0,长治市,140400.0,8,0,5,0
64,2020-02-25,中国,CN,山西省,140000.0,晋城市,140500.0,10,0,5,0
65,2020-02-25,中国,CN,山西省,140000.0,朔州市,140600.0,8,0,6,0
66,2020-02-25,中国,CN,山西省,140000.0,晋中市,140700.0,37,0,23,0
